query_id,query,query_type,user_country,user_department,user_role,target_department,target_category,target_subcategory,relevance_judgments
Q-00361,Where can I find the current guidance owned by People Operations for this issue?,semantic_paraphrase,US,IT Support,employee,Human Resources,Onboarding,orientation,"[{""document_id"": ""HR-030464"", ""grade"": 3}, {""document_id"": ""HR-025005"", ""grade"": 2}, {""document_id"": ""HR-025608"", ""grade"": 2}]"
Q-00362,What is the approved company procedure for this databases situation?,semantic_paraphrase,UK,Cloud,architect,Software Engineering,Databases,read replicas,"[{""document_id"": ""ENG-006370"", ""grade"": 3}, {""document_id"": ""ENG-000854"", ""grade"": 2}, {""document_id"": ""ENG-002452"", ""grade"": 2}]"
Q-00363,What is the approved company procedure for this databases situation?,semantic_paraphrase,IE,Learning & Development,architect,Software Engineering,Databases,read replicas,"[{""document_id"": ""ENG-002240"", ""grade"": 3}, {""document_id"": ""ENG-000255"", ""grade"": 2}, {""document_id"": ""ENG-002048"", ""grade"": 2}]"
Q-00364,What should an employee do when they encounter this databases scenario?,semantic_paraphrase,US,IT Support,architect,Software Engineering,Databases,indexing,"[{""document_id"": ""ENG-001506"", ""grade"": 3}, {""document_id"": ""ENG-000948"", ""grade"": 2}, {""document_id"": ""ENG-002077"", ""grade"": 2}]"
Q-00365,What should an employee do when they encounter this cost scenario?,semantic_paraphrase,SG,Software Engineering,cloud_engineer,Cloud,Cost,reserved capacity,"[{""document_id"": ""CLD-018263"", ""grade"": 3}, {""document_id"": ""CLD-017698"", ""grade"": 2}, {""document_id"": ""CLD-017707"", ""grade"": 2}]"
Q-00366,Where can I find the current guidance owned by Backend Platform for this issue?,semantic_paraphrase,GLOBAL,Cloud,tech_lead,Software Engineering,Messaging,exactly-once semantics,"[{""document_id"": ""ENG-009956"", ""grade"": 3}, {""document_id"": ""ENG-000135"", ""grade"": 2}, {""document_id"": ""ENG-000149"", ""grade"": 2}]"
Q-00367,Where can I find the current guidance owned by Frontend Platform for this issue?,semantic_paraphrase,US,Project Delivery,architect,Software Engineering,Testing,unit testing,"[{""document_id"": ""ENG-004024"", ""grade"": 3}, {""document_id"": ""ENG-000152"", ""grade"": 2}, {""document_id"": ""ENG-000211"", ""grade"": 2}]"
Q-00368,What is the approved company procedure for this apis situation?,semantic_paraphrase,IN,Compliance & Legal,tech_lead,Software Engineering,APIs,error envelopes,"[{""document_id"": ""ENG-004181"", ""grade"": 3}, {""document_id"": ""ENG-000089"", ""grade"": 2}, {""document_id"": ""ENG-000580"", ""grade"": 2}]"
Q-00369,What is the approved company procedure for this network situation?,semantic_paraphrase,US,Project Delivery,it_support,IT Support,Network,remote access,"[{""document_id"": ""ITS-034467"", ""grade"": 3}, {""document_id"": ""ITS-032380"", ""grade"": 2}, {""document_id"": ""ITS-032612"", ""grade"": 2}]"
Q-00370,Where can I find the current guidance owned by Talent Management for this issue?,semantic_paraphrase,US,Compliance & Legal,manager,Human Resources,Remote Work,home office support,"[{""document_id"": ""HR-029630"", ""grade"": 3}, {""document_id"": ""HR-025341"", ""grade"": 2}, {""document_id"": ""HR-025343"", ""grade"": 2}]"
Q-00371,Where can I find the current guidance owned by Site Reliability Engineering for this issue?,semantic_paraphrase,UK,Cloud,tech_lead,DevOps & SRE,Kubernetes,node pressure,"[{""document_id"": ""SRE-011992"", ""grade"": 3}, {""document_id"": ""SRE-010835"", ""grade"": 2}, {""document_id"": ""SRE-010865"", ""grade"": 2}]"
Q-00372,What happens to time off I did not use this year?,semantic_paraphrase,US,Finance & Benefits,employee,Human Resources,Leave,leave carry forward,"[{""document_id"": ""HR-030745"", ""grade"": 3}, {""document_id"": ""HR-025216"", ""grade"": 2}, {""document_id"": ""HR-025277"", ""grade"": 2}]"
Q-00373,What is the approved company procedure for this network situation?,semantic_paraphrase,IE,Compliance & Legal,employee,IT Support,Network,DNS,"[{""document_id"": ""ITS-035518"", ""grade"": 3}, {""document_id"": ""ITS-032498"", ""grade"": 2}, {""document_id"": ""ITS-033552"", ""grade"": 2}]"
Q-00374,What should an employee do when they encounter this azure scenario?,semantic_paraphrase,GLOBAL,Human Resources,cloud_engineer,Cloud,Azure,Key Vault,"[{""document_id"": ""CLD-017935"", ""grade"": 3}, {""document_id"": ""CLD-017014"", ""grade"": 2}, {""document_id"": ""CLD-017112"", ""grade"": 2}]"
Q-00375,What should an employee do when they encounter this ownership scenario?,semantic_paraphrase,US,Cybersecurity,employee,Organisation & Directory,Ownership,system owner,"[{""document_id"": ""ORG-048137"", ""grade"": 3}, {""document_id"": ""ORG-047132"", ""grade"": 2}, {""document_id"": ""ORG-047171"", ""grade"": 2}]"
Q-00376,Where can I find the current guidance owned by HR Shared Services for this issue?,semantic_paraphrase,IE,Compliance & Legal,employee,Human Resources,Benefits,health insurance,"[{""document_id"": ""HR-027538"", ""grade"": 3}, {""document_id"": ""HR-025238"", ""grade"": 2}, {""document_id"": ""HR-025841"", ""grade"": 2}]"
Q-00377,How are incompatible interface changes released?,semantic_paraphrase,SG,Human Resources,engineer,Software Engineering,APIs,REST versioning,"[{""document_id"": ""ENG-008929"", ""grade"": 3}, {""document_id"": ""ENG-000839"", ""grade"": 2}, {""document_id"": ""ENG-001127"", ""grade"": 2}]"
Q-00378,Where can I find the current guidance owned by Engineering Academy for this issue?,semantic_paraphrase,GLOBAL,Finance & Benefits,manager,Learning & Development,Technical,frontend engineering,"[{""document_id"": ""LND-046329"", ""grade"": 3}, {""document_id"": ""LND-045165"", ""grade"": 2}, {""document_id"": ""LND-045183"", ""grade"": 2}]"
Q-00379,What is the approved company procedure for this remote work situation?,semantic_paraphrase,US,Cloud,manager,Human Resources,Remote Work,home office support,"[{""document_id"": ""HR-026364"", ""grade"": 3}, {""document_id"": ""HR-025341"", ""grade"": 2}, {""document_id"": ""HR-025343"", ""grade"": 2}]"
Q-00380,What should an employee do when they encounter this teams scenario?,semantic_paraphrase,IN,Human Resources,manager,Organisation & Directory,Teams,enterprise IT,"[{""document_id"": ""ORG-049350"", ""grade"": 3}, {""document_id"": ""ORG-047052"", ""grade"": 2}, {""document_id"": ""ORG-047268"", ""grade"": 2}]"
Q-00381,What should an employee do when they encounter this frontend scenario?,semantic_paraphrase,IE,Cybersecurity,engineer,Software Engineering,Frontend,React standards,"[{""document_id"": ""ENG-005695"", ""grade"": 3}, {""document_id"": ""ENG-000385"", ""grade"": 2}, {""document_id"": ""ENG-000726"", ""grade"": 2}]"
Q-00382,I cannot remember my corporate sign-in secret. How can I get back in?,semantic_paraphrase,AU,IT Support,employee,IT Support,Identity,password reset,"[{""document_id"": ""ITS-036880"", ""grade"": 3}, {""document_id"": ""ITS-032190"", ""grade"": 2}, {""document_id"": ""ITS-033271"", ""grade"": 2}]"
Q-00383,Our app starts throwing server errors when too many database connections accumulate.,semantic_paraphrase,GLOBAL,Software Engineering,engineer,DevOps & SRE,Databases,connection pool exhaustion,"[{""document_id"": ""SRE-010951"", ""grade"": 3}, {""document_id"": ""SRE-010063"", ""grade"": 2}, {""document_id"": ""SRE-010225"", ""grade"": 2}]"
Q-00384,Where can I find the current guidance owned by Talent Management for this issue?,semantic_paraphrase,AU,Project Delivery,employee,Human Resources,Benefits,retirement benefits,"[{""document_id"": ""HR-025199"", ""grade"": 3}, {""document_id"": ""HR-025168"", ""grade"": 2}, {""document_id"": ""HR-026118"", ""grade"": 2}]"
Q-00385,What is the approved company procedure for this cost situation?,semantic_paraphrase,GLOBAL,DevOps & SRE,employee,Cloud,Cost,reserved capacity,"[{""document_id"": ""CLD-017680"", ""grade"": 3}, {""document_id"": ""CLD-017044"", ""grade"": 2}, {""document_id"": ""CLD-017094"", ""grade"": 2}]"
Q-00386,What should an employee do when they encounter this observability scenario?,semantic_paraphrase,GLOBAL,DevOps & SRE,sre,DevOps & SRE,Observability,log retention,"[{""document_id"": ""SRE-016095"", ""grade"": 3}, {""document_id"": ""SRE-010072"", ""grade"": 2}, {""document_id"": ""SRE-010091"", ""grade"": 2}]"
Q-00387,Where can I find the current guidance owned by Privacy Office for this issue?,semantic_paraphrase,IE,Software Engineering,legal,Compliance & Legal,Records,email retention,"[{""document_id"": ""LEG-044200"", ""grade"": 3}, {""document_id"": ""LEG-043401"", ""grade"": 2}, {""document_id"": ""LEG-044139"", ""grade"": 2}]"
Q-00388,What should an employee do when they encounter this technical scenario?,semantic_paraphrase,GLOBAL,Cloud,employee,Learning & Development,Technical,Python learning path,"[{""document_id"": ""LND-046636"", ""grade"": 3}, {""document_id"": ""LND-045011"", ""grade"": 2}, {""document_id"": ""LND-045140"", ""grade"": 2}]"
Q-00389,Where can I find the current guidance owned by Delivery Excellence for this issue?,semantic_paraphrase,IN,Project Delivery,manager,Project Delivery,Quality,defect severity,"[{""document_id"": ""PMO-038447"", ""grade"": 3}, {""document_id"": ""PMO-037027"", ""grade"": 2}, {""document_id"": ""PMO-037107"", ""grade"": 2}]"
Q-00390,Where can I find the current guidance owned by Developer Experience for this issue?,semantic_paraphrase,GLOBAL,Project Delivery,engineer,Software Engineering,Frontend,design tokens,"[{""document_id"": ""ENG-005579"", ""grade"": 3}, {""document_id"": ""ENG-000101"", ""grade"": 2}, {""document_id"": ""ENG-000324"", ""grade"": 2}]"
Q-00391,What is the approved company procedure for this payroll situation?,semantic_paraphrase,IN,Cloud,manager,Finance & Benefits,Payroll,payslips,"[{""document_id"": ""FIN-042409"", ""grade"": 3}, {""document_id"": ""FIN-040730"", ""grade"": 2}, {""document_id"": ""FIN-040862"", ""grade"": 2}]"
Q-00392,Where can I find the current guidance owned by Service Desk for this issue?,semantic_paraphrase,IN,Project Delivery,employee,IT Support,Network,proxy,"[{""document_id"": ""ITS-034147"", ""grade"": 3}, {""document_id"": ""ITS-032090"", ""grade"": 2}, {""document_id"": ""ITS-032108"", ""grade"": 2}]"
Q-00393,I cannot remember my corporate sign-in secret. How can I get back in?,semantic_paraphrase,GLOBAL,Cybersecurity,employee,IT Support,Identity,password reset,"[{""document_id"": ""ITS-032985"", ""grade"": 3}, {""document_id"": ""ITS-032049"", ""grade"": 2}, {""document_id"": ""ITS-032095"", ""grade"": 2}]"
Q-00394,What should an employee do when they encounter this java services scenario?,semantic_paraphrase,IN,Learning & Development,employee,Software Engineering,Java Services,Spring Boot standard,"[{""document_id"": ""ENG-004115"", ""grade"": 3}, {""document_id"": ""ENG-000232"", ""grade"": 2}, {""document_id"": ""ENG-000488"", ""grade"": 2}]"
Q-00395,What should an employee do when they encounter this expenses scenario?,semantic_paraphrase,IE,DevOps & SRE,manager,Finance & Benefits,Expenses,meal reimbursement,"[{""document_id"": ""FIN-040508"", ""grade"": 3}, {""document_id"": ""FIN-040506"", ""grade"": 2}, {""document_id"": ""FIN-040879"", ""grade"": 2}]"
Q-00396,What should an employee do when they encounter this sdlc scenario?,semantic_paraphrase,GLOBAL,Project Delivery,manager,Project Delivery,SDLC,retrospective,"[{""document_id"": ""PMO-038067"", ""grade"": 3}, {""document_id"": ""PMO-037070"", ""grade"": 2}, {""document_id"": ""PMO-037101"", ""grade"": 2}]"
Q-00397,What is the approved company procedure for this benefits situation?,semantic_paraphrase,SG,DevOps & SRE,employee,Human Resources,Benefits,retirement benefits,"[{""document_id"": ""HR-028419"", ""grade"": 3}, {""document_id"": ""HR-025075"", ""grade"": 2}, {""document_id"": ""HR-025127"", ""grade"": 2}]"
Q-00398,What should an employee do when they encounter this data protection scenario?,semantic_paraphrase,UK,Project Delivery,engineer,Cybersecurity,Data Protection,data classification,"[{""document_id"": ""SEC-022570"", ""grade"": 3}, {""document_id"": ""SEC-022157"", ""grade"": 2}, {""document_id"": ""SEC-022983"", ""grade"": 2}]"
Q-00399,What should an employee do when they encounter this identity scenario?,semantic_paraphrase,US,Learning & Development,manager,Cybersecurity,Identity,MFA,"[{""document_id"": ""SEC-022106"", ""grade"": 3}, {""document_id"": ""SEC-021173"", ""grade"": 2}, {""document_id"": ""SEC-021247"", ""grade"": 2}]"
Q-00400,What should an employee do when they encounter this employment scenario?,semantic_paraphrase,US,Human Resources,hr,Human Resources,Employment,employee referrals,"[{""document_id"": ""HR-026342"", ""grade"": 3}, {""document_id"": ""HR-026755"", ""grade"": 2}, {""document_id"": ""HR-026876"", ""grade"": 2}]"
Q-00401,What is the approved company procedure for this leadership situation?,semantic_paraphrase,GLOBAL,Learning & Development,manager,Learning & Development,Leadership,conflict management,"[{""document_id"": ""LND-045258"", ""grade"": 3}, {""document_id"": ""LND-045125"", ""grade"": 2}, {""document_id"": ""LND-045134"", ""grade"": 2}]"
Q-00402,Where can I find the current guidance owned by Workplace Technology for this issue?,semantic_paraphrase,AU,Cybersecurity,it_support,IT Support,Collaboration,Teams access,"[{""document_id"": ""ITS-036435"", ""grade"": 3}, {""document_id"": ""ITS-032959"", ""grade"": 2}, {""document_id"": ""ITS-033313"", ""grade"": 2}]"
Q-00403,What should an employee do when they encounter this messaging scenario?,semantic_paraphrase,GLOBAL,Software Engineering,employee,Software Engineering,Messaging,schema evolution,"[{""document_id"": ""ENG-003635"", ""grade"": 3}, {""document_id"": ""ENG-000108"", ""grade"": 2}, {""document_id"": ""ENG-000181"", ""grade"": 2}]"
Q-00404,Where can I find the current guidance owned by Infrastructure Architecture for this issue?,semantic_paraphrase,GLOBAL,Organisation & Directory,engineer,Cloud,Azure,networking,"[{""document_id"": ""CLD-019262"", ""grade"": 3}, {""document_id"": ""CLD-017009"", ""grade"": 2}, {""document_id"": ""CLD-017071"", ""grade"": 2}]"
Q-00405,What should an employee do when they encounter this performance scenario?,semantic_paraphrase,UK,IT Support,employee,Human Resources,Performance,feedback,"[{""document_id"": ""HR-029702"", ""grade"": 3}, {""document_id"": ""HR-025039"", ""grade"": 2}, {""document_id"": ""HR-025795"", ""grade"": 2}]"
Q-00406,What should an employee do when they encounter this network scenario?,semantic_paraphrase,GLOBAL,Finance & Benefits,manager,IT Support,Network,network certificate,"[{""document_id"": ""ITS-035987"", ""grade"": 3}, {""document_id"": ""ITS-032287"", ""grade"": 2}, {""document_id"": ""ITS-032342"", ""grade"": 2}]"
Q-00407,What should an employee do when they encounter this remote work scenario?,semantic_paraphrase,GLOBAL,Finance & Benefits,employee,Human Resources,Remote Work,office attendance,"[{""document_id"": ""HR-029414"", ""grade"": 3}, {""document_id"": ""HR-025196"", ""grade"": 2}, {""document_id"": ""HR-025276"", ""grade"": 2}]"
Q-00408,What should an employee do when they encounter this quality scenario?,semantic_paraphrase,GLOBAL,Cybersecurity,manager,Project Delivery,Quality,test evidence,"[{""document_id"": ""PMO-040047"", ""grade"": 3}, {""document_id"": ""PMO-037087"", ""grade"": 2}, {""document_id"": ""PMO-037225"", ""grade"": 2}]"
Q-00409,What is the approved company procedure for this architecture situation?,semantic_paraphrase,UK,Learning & Development,architect,Software Engineering,Architecture,event-driven design,"[{""document_id"": ""ENG-002905"", ""grade"": 3}, {""document_id"": ""ENG-000090"", ""grade"": 2}, {""document_id"": ""ENG-000096"", ""grade"": 2}]"
Q-00410,Where can I find the current guidance owned by Identity Support for this issue?,semantic_paraphrase,GLOBAL,Compliance & Legal,employee,IT Support,Endpoint,Docker installation,"[{""document_id"": ""ITS-036605"", ""grade"": 3}, {""document_id"": ""ITS-032016"", ""grade"": 2}, {""document_id"": ""ITS-032052"", ""grade"": 2}]"
Q-00411,Where can I find the current guidance owned by Security Operations for this issue?,semantic_paraphrase,UK,DevOps & SRE,employee,Cybersecurity,Application Security,SAST,"[{""document_id"": ""SEC-024065"", ""grade"": 3}, {""document_id"": ""SEC-021581"", ""grade"": 2}, {""document_id"": ""SEC-021772"", ""grade"": 2}]"
Q-00412,Where are we permitted to deploy production cloud resources?,semantic_paraphrase,AU,Organisation & Directory,engineer,Cloud,Azure,approved regions,"[{""document_id"": ""CLD-019259"", ""grade"": 3}, {""document_id"": ""CLD-017144"", ""grade"": 2}, {""document_id"": ""CLD-017207"", ""grade"": 2}]"
Q-00413,Where can I find the current guidance owned by Architecture Guild for this issue?,semantic_paraphrase,GLOBAL,Cloud,engineer,Software Engineering,Databases,transaction boundaries,"[{""document_id"": ""ENG-006746"", ""grade"": 3}, {""document_id"": ""ENG-000155"", ""grade"": 2}, {""document_id"": ""ENG-000194"", ""grade"": 2}]"
Q-00414,Are employment conditions different before confirmation?,semantic_paraphrase,SG,Cybersecurity,manager,Human Resources,Employment,probation,"[{""document_id"": ""HR-029440"", ""grade"": 3}, {""document_id"": ""HR-025162"", ""grade"": 2}, {""document_id"": ""HR-025286"", ""grade"": 2}]"
Q-00415,What should an employee do when they encounter this governance scenario?,semantic_paraphrase,GLOBAL,IT Support,engineer,Cloud,Governance,service approval,"[{""document_id"": ""CLD-017506"", ""grade"": 3}, {""document_id"": ""CLD-017011"", ""grade"": 2}, {""document_id"": ""CLD-017012"", ""grade"": 2}]"
Q-00416,What should an employee do when they encounter this architecture scenario?,semantic_paraphrase,UK,Learning & Development,tech_lead,Software Engineering,Architecture,ADR process,"[{""document_id"": ""ENG-007957"", ""grade"": 3}, {""document_id"": ""ENG-000406"", ""grade"": 2}, {""document_id"": ""ENG-000501"", ""grade"": 2}]"
Q-00417,Where can I find the current guidance owned by Records Management for this issue?,semantic_paraphrase,IN,Cybersecurity,compliance,Compliance & Legal,Contracts,contract signature,"[{""document_id"": ""LEG-043896"", ""grade"": 3}, {""document_id"": ""LEG-043180"", ""grade"": 2}, {""document_id"": ""LEG-043293"", ""grade"": 2}]"
Q-00418,Where can I find the current guidance owned by Leadership Academy for this issue?,semantic_paraphrase,GLOBAL,Project Delivery,hr,Learning & Development,Mandatory,code of conduct,"[{""document_id"": ""LND-045111"", ""grade"": 3}, {""document_id"": ""LND-045012"", ""grade"": 2}, {""document_id"": ""LND-045033"", ""grade"": 2}]"
Q-00419,What should an employee do when they encounter this governance scenario?,semantic_paraphrase,GLOBAL,Compliance & Legal,engineer,Cloud,Governance,service approval,"[{""document_id"": ""CLD-020649"", ""grade"": 3}, {""document_id"": ""CLD-017011"", ""grade"": 2}, {""document_id"": ""CLD-017012"", ""grade"": 2}]"
Q-00420,What is the approved company procedure for this sdlc situation?,semantic_paraphrase,GLOBAL,Cybersecurity,manager,Project Delivery,SDLC,release,"[{""document_id"": ""PMO-037208"", ""grade"": 3}, {""document_id"": ""PMO-037061"", ""grade"": 2}, {""document_id"": ""PMO-037076"", ""grade"": 2}]"
Q-00421,How do I obtain elevated permissions for an administrative task?,semantic_paraphrase,US,Cybersecurity,manager,Cybersecurity,Identity,privileged access,"[{""document_id"": ""SEC-024675"", ""grade"": 3}, {""document_id"": ""SEC-021323"", ""grade"": 2}, {""document_id"": ""SEC-022916"", ""grade"": 2}]"
Q-00422,What is the approved company procedure for this identity situation?,semantic_paraphrase,GLOBAL,DevOps & SRE,employee,IT Support,Identity,SSO issue,"[{""document_id"": ""ITS-034662"", ""grade"": 3}, {""document_id"": ""ITS-032051"", ""grade"": 2}, {""document_id"": ""ITS-032061"", ""grade"": 2}]"
Q-00423,What is the approved company procedure for this messaging situation?,semantic_paraphrase,IN,Compliance & Legal,employee,Software Engineering,Messaging,schema evolution,"[{""document_id"": ""ENG-002412"", ""grade"": 3}, {""document_id"": ""ENG-001200"", ""grade"": 2}, {""document_id"": ""ENG-001705"", ""grade"": 2}]"
Q-00424,What is the approved company procedure for this expenses situation?,semantic_paraphrase,SG,Software Engineering,manager,Finance & Benefits,Expenses,home office expense,"[{""document_id"": ""FIN-041951"", ""grade"": 3}, {""document_id"": ""FIN-040664"", ""grade"": 2}, {""document_id"": ""FIN-040670"", ""grade"": 2}]"
Q-00425,Where can I find the current guidance owned by Payroll for this issue?,semantic_paraphrase,UK,Cloud,employee,Finance & Benefits,Payroll,bonus payment,"[{""document_id"": ""FIN-041281"", ""grade"": 3}, {""document_id"": ""FIN-040637"", ""grade"": 2}, {""document_id"": ""FIN-040963"", ""grade"": 2}]"
Q-00426,Where can I find the current guidance owned by Procurement for this issue?,semantic_paraphrase,US,Organisation & Directory,manager,Finance & Benefits,Payroll,salary cycle,"[{""document_id"": ""FIN-041601"", ""grade"": 3}, {""document_id"": ""FIN-040740"", ""grade"": 2}, {""document_id"": ""FIN-040889"", ""grade"": 2}]"
Q-00427,Where can I find the current guidance owned by Platform Operations for this issue?,semantic_paraphrase,AU,Project Delivery,tech_lead,DevOps & SRE,Observability,alert routing,"[{""document_id"": ""SRE-015221"", ""grade"": 3}, {""document_id"": ""SRE-010289"", ""grade"": 2}, {""document_id"": ""SRE-010381"", ""grade"": 2}]"
Q-00428,What is the approved company procedure for this application security situation?,semantic_paraphrase,GLOBAL,Project Delivery,security,Cybersecurity,Application Security,DAST,"[{""document_id"": ""SEC-021142"", ""grade"": 3}, {""document_id"": ""SEC-021194"", ""grade"": 2}, {""document_id"": ""SEC-021304"", ""grade"": 2}]"
Q-00429,What should an employee do when they encounter this privacy scenario?,semantic_paraphrase,AU,Project Delivery,employee,Compliance & Legal,Privacy,PII processing,"[{""document_id"": ""LEG-044170"", ""grade"": 3}, {""document_id"": ""LEG-043127"", ""grade"": 2}, {""document_id"": ""LEG-043534"", ""grade"": 2}]"
Q-00430,Where can I find the current guidance owned by Enterprise Architecture for this issue?,semantic_paraphrase,GLOBAL,Organisation & Directory,employee,Organisation & Directory,Escalation,vendor escalation,"[{""document_id"": ""ORG-047122"", ""grade"": 3}, {""document_id"": ""ORG-047016"", ""grade"": 2}, {""document_id"": ""ORG-047018"", ""grade"": 2}]"
Q-00431,What is the approved company procedure for this python backend situation?,semantic_paraphrase,GLOBAL,Human Resources,architect,Software Engineering,Python Backend,Pydantic contracts,"[{""document_id"": ""ENG-000167"", ""grade"": 3}, {""document_id"": ""ENG-000114"", ""grade"": 2}, {""document_id"": ""ENG-000427"", ""grade"": 2}]"
Q-00432,Where can I find the current guidance owned by Platform Operations for this issue?,semantic_paraphrase,IE,Human Resources,tech_lead,DevOps & SRE,Observability,distributed tracing,"[{""document_id"": ""SRE-013110"", ""grade"": 3}, {""document_id"": ""SRE-011231"", ""grade"": 2}, {""document_id"": ""SRE-011894"", ""grade"": 2}]"
Q-00433,What should an employee do when they encounter this technical scenario?,semantic_paraphrase,GLOBAL,Finance & Benefits,employee,Learning & Development,Technical,cloud certification,"[{""document_id"": ""LND-046726"", ""grade"": 3}, {""document_id"": ""LND-045041"", ""grade"": 2}, {""document_id"": ""LND-045100"", ""grade"": 2}]"
Q-00434,What should an employee do when they encounter this data protection scenario?,semantic_paraphrase,IE,Software Engineering,employee,Cybersecurity,Data Protection,key rotation,"[{""document_id"": ""SEC-022397"", ""grade"": 3}, {""document_id"": ""SEC-021140"", ""grade"": 2}, {""document_id"": ""SEC-021686"", ""grade"": 2}]"
Q-00435,What should an employee do when they encounter this frontend scenario?,semantic_paraphrase,GLOBAL,Software Engineering,tech_lead,Software Engineering,Frontend,performance budgets,"[{""document_id"": ""ENG-000224"", ""grade"": 3}, {""document_id"": ""ENG-000122"", ""grade"": 2}, {""document_id"": ""ENG-000141"", ""grade"": 2}]"
Q-00436,What is the approved company procedure for this azure situation?,semantic_paraphrase,GLOBAL,DevOps & SRE,employee,Cloud,Azure,AKS baseline,"[{""document_id"": ""CLD-018043"", ""grade"": 3}, {""document_id"": ""CLD-017005"", ""grade"": 2}, {""document_id"": ""CLD-017108"", ""grade"": 2}]"
Q-00437,What should an employee do when they encounter this ownership scenario?,semantic_paraphrase,US,Compliance & Legal,employee,Organisation & Directory,Ownership,product owner,"[{""document_id"": ""ORG-047952"", ""grade"": 3}, {""document_id"": ""ORG-047198"", ""grade"": 2}, {""document_id"": ""ORG-047202"", ""grade"": 2}]"
Q-00438,What is the approved company procedure for this azure situation?,semantic_paraphrase,US,Learning & Development,employee,Cloud,Azure,Key Vault,"[{""document_id"": ""CLD-019872"", ""grade"": 3}, {""document_id"": ""CLD-017504"", ""grade"": 2}, {""document_id"": ""CLD-017838"", ""grade"": 2}]"
Q-00439,Where can I find the current guidance owned by Backend Platform for this issue?,semantic_paraphrase,IE,Finance & Benefits,architect,Software Engineering,Architecture,ADR process,"[{""document_id"": ""ENG-002345"", ""grade"": 3}, {""document_id"": ""ENG-001341"", ""grade"": 2}, {""document_id"": ""ENG-003043"", ""grade"": 2}]"
Q-00440,Where can I find the current guidance owned by Privacy Office for this issue?,semantic_paraphrase,IN,DevOps & SRE,compliance,Compliance & Legal,Contracts,NDA,"[{""document_id"": ""LEG-044336"", ""grade"": 3}, {""document_id"": ""LEG-043165"", ""grade"": 2}, {""document_id"": ""LEG-043167"", ""grade"": 2}]"
Q-00441,Where can I find the current guidance owned by Service Management for this issue?,semantic_paraphrase,UK,Human Resources,manager,Organisation & Directory,Teams,identity,"[{""document_id"": ""ORG-048226"", ""grade"": 3}, {""document_id"": ""ORG-047320"", ""grade"": 2}, {""document_id"": ""ORG-047720"", ""grade"": 2}]"
Q-00442,What should an employee do when they encounter this collaboration scenario?,semantic_paraphrase,GLOBAL,Human Resources,manager,IT Support,Collaboration,email setup,"[{""document_id"": ""ITS-032869"", ""grade"": 3}, {""document_id"": ""ITS-032270"", ""grade"": 2}, {""document_id"": ""ITS-032336"", ""grade"": 2}]"
Q-00443,Where can I find the current guidance owned by Service Management for this issue?,semantic_paraphrase,GLOBAL,Software Engineering,manager,Organisation & Directory,Escalation,finance escalation,"[{""document_id"": ""ORG-047849"", ""grade"": 3}, {""document_id"": ""ORG-047005"", ""grade"": 2}, {""document_id"": ""ORG-047104"", ""grade"": 2}]"
Q-00444,Where can I find the current guidance owned by Production Engineering for this issue?,semantic_paraphrase,GLOBAL,Finance & Benefits,employee,DevOps & SRE,Databases,deadlocks,"[{""document_id"": ""SRE-011554"", ""grade"": 3}, {""document_id"": ""SRE-010507"", ""grade"": 2}, {""document_id"": ""SRE-010621"", ""grade"": 2}]"
Q-00445,What should an employee do when they encounter this testing scenario?,semantic_paraphrase,US,Learning & Development,engineer,Software Engineering,Testing,unit testing,"[{""document_id"": ""ENG-000152"", ""grade"": 3}, {""document_id"": ""ENG-000211"", ""grade"": 2}, {""document_id"": ""ENG-000675"", ""grade"": 2}]"
Q-00446,Where can I find the current guidance owned by Engineering Academy for this issue?,semantic_paraphrase,GLOBAL,Cybersecurity,hr,Learning & Development,Leadership,hiring,"[{""document_id"": ""LND-045654"", ""grade"": 3}, {""document_id"": ""LND-045072"", ""grade"": 2}, {""document_id"": ""LND-045202"", ""grade"": 2}]"
Q-00447,What time away from work is available after giving birth?,semantic_paraphrase,UK,Learning & Development,hr,Human Resources,Leave,maternity leave,"[{""document_id"": ""HR-026142"", ""grade"": 3}, {""document_id"": ""HR-025273"", ""grade"": 2}, {""document_id"": ""HR-025479"", ""grade"": 2}]"
Q-00448,What should an employee do when they encounter this ownership scenario?,semantic_paraphrase,UK,Organisation & Directory,employee,Organisation & Directory,Ownership,data owner,"[{""document_id"": ""ORG-047272"", ""grade"": 3}, {""document_id"": ""ORG-047732"", ""grade"": 2}, {""document_id"": ""ORG-047743"", ""grade"": 2}]"
Q-00449,Where can I find the current guidance owned by Developer Experience for this issue?,semantic_paraphrase,AU,Human Resources,engineer,Software Engineering,Databases,migration safety,"[{""document_id"": ""ENG-009478"", ""grade"": 3}, {""document_id"": ""ENG-001038"", ""grade"": 2}, {""document_id"": ""ENG-002156"", ""grade"": 2}]"
Q-00450,What should an employee do when they encounter this escalation scenario?,semantic_paraphrase,GLOBAL,IT Support,manager,Organisation & Directory,Escalation,vendor escalation,"[{""document_id"": ""ORG-049169"", ""grade"": 3}, {""document_id"": ""ORG-047016"", ""grade"": 2}, {""document_id"": ""ORG-047018"", ""grade"": 2}]"
Q-00451,What is the parental absence entitlement for a new mother?,semantic_paraphrase,US,Human Resources,employee,Human Resources,Leave,maternity leave,"[{""document_id"": ""HR-028670"", ""grade"": 3}, {""document_id"": ""HR-025117"", ""grade"": 2}, {""document_id"": ""HR-025187"", ""grade"": 2}]"
